;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
sneeuwitske;fransje53229178;;;;;;;;;;266;;;Mentions;29-4-2021 07:03;"RT @Fransje53229178: En dan zijn er 🐑🐑🐑 die mekkeren dat je een #wappie bent.....
#complot_denker

https://t.co/vBLDJzlqyI";https://eindtijdnieuws.com/breaking-news-na-medische-analyse-pcr-tests-blijken-hulpmiddel-te-zijn-voor-genocide/;eindtijdnieuws.com;wappie complot_denker;29-4-2021 07:03;https://twitter.com/#!/sneeuwitske/status/1387663758818951170;;;1387663758818951170;
krakeling;krakeling;;;;;;;;;;267;;;Tweet;29-4-2021 07:07;"Veel wijsheid toegewenst ""zijne excellentie minister Hugo de Jonge"" in deze moeilijke tijden. #coronamaatregelen… https://t.co/3ru5ziuCcv";https://twitter.com/i/web/status/1387664886084349952;twitter.com;coronamaatregelen;29-4-2021 07:07;https://twitter.com/#!/krakeling/status/1387664886084349952;;;1387664886084349952;
edgarhanekamp;edgarhanekamp;;;;;;;;;;268;;;Tweet;29-4-2021 07:09;"#India #indiacovid #mediagekte #hugodejongekanniks #wappie #vaccinatiepaspoort even in perspectief; Nederland 1 op… https://t.co/Zsc54CtDr2";https://twitter.com/i/web/status/1387665298795515904;twitter.com;india indiacovid mediagekte hugodejongekanniks wappie vaccinatiepaspoort;29-4-2021 07:09;https://twitter.com/#!/edgarhanekamp/status/1387665298795515904;;;1387665298795515904;
wichard66;simonesays123;;;;;;;;;;269;;;Replies to;29-4-2021 05:53;@SimoneSays123 Je bent niet goed wijs. #Wappie #antivaxx #domheid https://t.co/XKlHlQdx4x;;;wappie antivaxx domheid;29-4-2021 05:53;https://twitter.com/#!/wichard66/status/1387646192213970944;;;1387646192213970944;1387472571222872066
rudharcom;simonesays123;;;;;;;;;;270;;;Mentions;29-4-2021 07:14;RT @WicharD66: @SimoneSays123 Je bent niet goed wijs. #Wappie #antivaxx #domheid https://t.co/XKlHlQdx4x;;;wappie antivaxx domheid;29-4-2021 07:14;https://twitter.com/#!/rudharcom/status/1387666654075752448;;;1387666654075752448;
rudharcom;wichard66;;;;;;;;;;271;;;Mentions;29-4-2021 07:14;RT @WicharD66: @SimoneSays123 Je bent niet goed wijs. #Wappie #antivaxx #domheid https://t.co/XKlHlQdx4x;;;wappie antivaxx domheid;29-4-2021 07:14;https://twitter.com/#!/rudharcom/status/1387666654075752448;;;1387666654075752448;
noeu13;noeu13;;;;;;;;;;272;;;Tweet;29-4-2021 06:59;Wisten #wappie #VanHaga en #wappie #Baudet 100 dagen geleden ....;;;wappie vanhaga wappie baudet;29-4-2021 06:59;https://twitter.com/#!/noeu13/status/1387662791385956352;;;1387662791385956352;
noeu13;noeu13;;;;;;;;;;273;;;Tweet;29-4-2021 07:02;Als #wappie wil ik het ook even hebben over de biomassacentrales,niet dat over enkele jaren  ...;;;wappie;29-4-2021 07:02;https://twitter.com/#!/noeu13/status/1387663493252386816;;;1387663493252386816;
fradeealex;noeu13;;;;;;;;;;274;;;Mentions;29-4-2021 07:26;RT @NoEU13: Wisten #wappie #VanHaga en #wappie #Baudet 100 dagen geleden ....;;;wappie vanhaga wappie baudet;29-4-2021 07:26;https://twitter.com/#!/fradeealex/status/1387669681427865600;;;1387669681427865600;
bertduss2;bertduss2;;;;;;;;;;275;;;Tweet;29-4-2021 07:29;"Bij #wnl staan ze te juichen! Het #Coronapaspoort is erdoor!
En ik ben een #wappie
Beste reiswereld, mijn laatste v… https://t.co/HtUGyjdJ09";https://twitter.com/i/web/status/1387670338578829317;twitter.com;wnl coronapaspoort wappie;29-4-2021 07:29;https://twitter.com/#!/bertduss2/status/1387670338578829317;;;1387670338578829317;
jarra11794359;celinecamille04;;;;;;;;;;276;;;Mentions;29-4-2021 07:32;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 07:32;https://twitter.com/#!/jarra11794359/status/1387671040336273409;;;1387671040336273409;
jarra11794359;wierdduk;;;;;;;;;;277;;;Mentions;29-4-2021 07:32;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 07:32;https://twitter.com/#!/jarra11794359/status/1387671040336273409;;;1387671040336273409;
jarra11794359;neytandtext;;;;;;;;;;278;;;Mentions;29-4-2021 07:32;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 07:32;https://twitter.com/#!/jarra11794359/status/1387671040336273409;;;1387671040336273409;
lunaticlucy2021;dupplet;;;;;;;;;;279;;;Mentions;29-4-2021 07:32;@Fish7M @MaaikevdBroek @dupplet @lientje1967 #wappie;;;wappie;29-4-2021 07:32;https://twitter.com/#!/lunaticlucy2021/status/1387671111891099649;;;1387671111891099649;1387545359006715907
lunaticlucy2021;maaikevdbroek;;;;;;;;;;280;;;Mentions;29-4-2021 07:32;@Fish7M @MaaikevdBroek @dupplet @lientje1967 #wappie;;;wappie;29-4-2021 07:32;https://twitter.com/#!/lunaticlucy2021/status/1387671111891099649;;;1387671111891099649;1387545359006715907
lunaticlucy2021;fish7m;;;;;;;;;;281;;;Replies to;29-4-2021 07:32;@Fish7M @MaaikevdBroek @dupplet @lientje1967 #wappie;;;wappie;29-4-2021 07:32;https://twitter.com/#!/lunaticlucy2021/status/1387671111891099649;;;1387671111891099649;1387545359006715907
lunaticlucy2021;lientje1967;;;;;;;;;;282;;;Mentions;29-4-2021 07:32;@Fish7M @MaaikevdBroek @dupplet @lientje1967 #wappie;;;wappie;29-4-2021 07:32;https://twitter.com/#!/lunaticlucy2021/status/1387671111891099649;;;1387671111891099649;1387545359006715907
kroon53836920;fransje53229178;;;;;;;;;;283;;;Mentions;29-4-2021 07:35;"RT @Fransje53229178: En dan zijn er 🐑🐑🐑 die mekkeren dat je een #wappie bent.....
#complot_denker

https://t.co/vBLDJzlqyI";https://eindtijdnieuws.com/breaking-news-na-medische-analyse-pcr-tests-blijken-hulpmiddel-te-zijn-voor-genocide/;eindtijdnieuws.com;wappie complot_denker;29-4-2021 07:35;https://twitter.com/#!/kroon53836920/status/1387671849606291458;;;1387671849606291458;
timster1982;timster1982;;;;;;;;;;284;;;Tweet;29-4-2021 07:42;🤔#wappie ???? https://t.co/lBRWu4ehB6;https://twitter.com/wef/status/817760719496245252;twitter.com;wappie;29-4-2021 07:42;https://twitter.com/#!/timster1982/status/1387673529391493120;;;1387673529391493120;
jochem71;celinecamille04;;;;;;;;;;285;;;Mentions;29-4-2021 07:41;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 07:41;https://twitter.com/#!/jochem71/status/1387673466975948801;;;1387673466975948801;
jochem71;wierdduk;;;;;;;;;;286;;;Mentions;29-4-2021 07:41;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 07:41;https://twitter.com/#!/jochem71/status/1387673466975948801;;;1387673466975948801;
jochem71;neytandtext;;;;;;;;;;287;;;Mentions;29-4-2021 07:41;RT @NeytAndText: @wierdduk @CelineCamille04 Dit is geen nieuws. Iedereen die naar de staten van besmettingen, opnames en stergevallen keek,…;;;;29-4-2021 07:41;https://twitter.com/#!/jochem71/status/1387673466975948801;;;1387673466975948801;
jochem71;jacobusdr98;;;;;;;;;;288;;;Mentions;29-4-2021 07:42;"RT @Jacobusdr98: Drie maanden lang voor de gek gehouden.....
Hoelang pikken we het nog?
#avondklok #wappie #coronamaatregelen #coronavirus…";;;avondklok wappie coronamaatregelen coronavirus;29-4-2021 07:42;https://twitter.com/#!/jochem71/status/1387673507925004289;;;1387673507925004289;
jochem71;btnnow;;;;;;;;;;289;;;Mentions;29-4-2021 07:43;RT @BtNnow: Het Nieuwe Normaal: mensen opsluiten terwijl men weet dat het 0 effect heeft.En het vervolgens 3 maanden in stand houden met al…;;;;29-4-2021 07:43;https://twitter.com/#!/jochem71/status/1387673769146204160;;;1387673769146204160;
marple16169746;marple16169746;;;;;;;;;;290;;;Tweet;29-4-2021 07:43;#avondklok geen enkel nut. Zoals het klokje thuis tikt tikt het overal. Maar voor mensen die bij de tijd zijn is di… https://t.co/N76PItMMNN;https://twitter.com/i/web/status/1387673803149529089;twitter.com;avondklok;29-4-2021 07:43;https://twitter.com/#!/marple16169746/status/1387673803149529089;;;1387673803149529089;
bengegenislam;ron_rutgers;;;;;;;;;;291;;;Mentions;29-4-2021 07:43;"RT @Ron_Rutgers: De #avondklok.
Een ongecontroleerd experiment zonder enig effect!

Nee niet de woorden van deze #Wappie, maar wel van ""Spe…";;;avondklok wappie;29-4-2021 07:43;https://twitter.com/#!/bengegenislam/status/1387673816365740033;;;1387673816365740033;
annomienie;annomienie;;;;;;;;;;292;;;Tweet;29-4-2021 07:48;Lak hebben aan de regels, avonds thuis of bij demo's met elkaar feestjes vieren, geen afstand houden,  geen mondkap… https://t.co/tQRXnfW64w;https://twitter.com/i/web/status/1387675220622860296;twitter.com;;29-4-2021 07:48;https://twitter.com/#!/annomienie/status/1387675220622860296;;;1387675220622860296;
henktoepoer;vossenjachtle;;;;;;;;;;293;;;Mentions;29-4-2021 07:49;RT @VossenjachtLE: #wappie en ja hoor, die domme wappies citeren weer maar de helft. Ernst Kuipers. Zei vooral dat de avondklok geen effect…;;;wappie;29-4-2021 07:49;https://twitter.com/#!/henktoepoer/status/1387675397022785538;;;1387675397022785538;
aitmbt;ron_rutgers;;;;;;;;;;294;;;Mentions;29-4-2021 07:50;"RT @Ron_Rutgers: De #avondklok.
Een ongecontroleerd experiment zonder enig effect!

Nee niet de woorden van deze #Wappie, maar wel van ""Spe…";;;avondklok wappie;29-4-2021 07:50;https://twitter.com/#!/aitmbt/status/1387675677260922881;;;1387675677260922881;
lenting;btnnow;;;;;;;;;;295;;;Mentions;29-4-2021 07:58;RT @BtNnow: Het Nieuwe Normaal: mensen opsluiten terwijl men weet dat het 0 effect heeft.En het vervolgens 3 maanden in stand houden met al…;;;;29-4-2021 07:58;https://twitter.com/#!/lenting/status/1387677600898854912;;;1387677600898854912;
berg422;andredingen;;;;;;;;;;296;;;Mentions;29-4-2021 07:58;RT @AndreDingen: Nooit eerder hadden we een premier die openlijk toegeeft te liegen en de wet te overtreden als het hem zo uitkomt. Dat laa…;;;;29-4-2021 07:58;https://twitter.com/#!/berg422/status/1387677605806198786;;;1387677605806198786;
benhetechtzelf;benhetechtzelf;;;;;;;;;;297;;;Tweet;29-4-2021 08:01;Nou nou wel een beetje veel eer voor een #wappie , zelfs een kleuter snapte dit nog wel ! https://t.co/jWXtcU5fkT;https://twitter.com/donelpaso1/status/1387521443714551810;twitter.com;wappie;29-4-2021 08:01;https://twitter.com/#!/benhetechtzelf/status/1387678478393356289;;;1387678478393356289;
zonnetjeh;gbleeker;;;;;;;;;;298;;;Mentions;29-4-2021 08:03;RT @gbleeker: Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat met duizend…;;;;29-4-2021 08:03;https://twitter.com/#!/zonnetjeh/status/1387679016006688768;;;1387679016006688768;
afca360;afca360;;;;;;;;;;299;;;Tweet;29-4-2021 07:43;Hoi #wappie, wat ben je aan het doen?;;;wappie;29-4-2021 07:43;https://twitter.com/#!/afca360/status/1387673980803461120;;;1387673980803461120;
afca360;afca360;;;;;;;;;;300;;;Tweet;29-4-2021 08:10;Klessenbes #wappie;;;wappie;29-4-2021 08:10;https://twitter.com/#!/afca360/status/1387680766470074369;;;1387680766470074369;
rpj3176;vossenjachtle;;;;;;;;;;301;;;Mentions;29-4-2021 08:11;RT @VossenjachtLE: #wappie en ja hoor, die domme wappies citeren weer maar de helft. Ernst Kuipers. Zei vooral dat de avondklok geen effect…;;;wappie;29-4-2021 08:11;https://twitter.com/#!/rpj3176/status/1387681001153961989;;;1387681001153961989;
moremonkeybiz;gozewijnaj;;;;;;;;;;302;;;Mentions;29-4-2021 08:13;"RT @GozewijnAJ: Iets wat normaal nadenkende burgers al van te voren zeiden.
Maar ja dan ben je #wappie hè !

Kuipers: avondklok heeft geen…";;;wappie;29-4-2021 08:13;https://twitter.com/#!/moremonkeybiz/status/1387681371829805058;;;1387681371829805058;
moremonkeybiz;fransje53229178;;;;;;;;;;303;;;Mentions;29-4-2021 08:13;"RT @Fransje53229178: En dan zijn er 🐑🐑🐑 die mekkeren dat je een #wappie bent.....
#complot_denker

https://t.co/vBLDJzlqyI";https://eindtijdnieuws.com/breaking-news-na-medische-analyse-pcr-tests-blijken-hulpmiddel-te-zijn-voor-genocide/;eindtijdnieuws.com;wappie complot_denker;29-4-2021 08:13;https://twitter.com/#!/moremonkeybiz/status/1387681463919861761;;;1387681463919861761;
moremonkeybiz;andredingen;;;;;;;;;;304;;;Mentions;29-4-2021 08:14;RT @AndreDingen: Nooit eerder hadden we een premier die openlijk toegeeft te liegen en de wet te overtreden als het hem zo uitkomt. Dat laa…;;;;29-4-2021 08:14;https://twitter.com/#!/moremonkeybiz/status/1387681669436542979;;;1387681669436542979;
saderi9999;saderi9999;;;;;;;;;;305;;;Tweet;29-4-2021 08:14;"#wappie

Stop met deze op onzin.
OPEN die terassen en restaurants volledig.
ONTSLA al die BOA constrictors!… https://t.co/ocu7nZWOpY";https://twitter.com/i/web/status/1387681808192581635;twitter.com;wappie;29-4-2021 08:14;https://twitter.com/#!/saderi9999/status/1387681808192581635;;;1387681808192581635;
olofvdoorn;groen_kees;;;;;;;;;;306;;;Mentions;29-4-2021 08:15;RT @groen_kees: Mensen die zelfstandig nadenken en afgelopen jaar kritische vragen stelden zijn stelselmatig als #wappie weggezet, zelfs do…;;;wappie;29-4-2021 08:15;https://twitter.com/#!/olofvdoorn/status/1387681822381858816;;;1387681822381858816;
koen_wilmink;koen_wilmink;;;;;;;;;;307;;;Tweet;29-4-2021 08:15;Het moet maar eens afgelopen zijn om mensen #wappie te noemen omdat degene een andere mening heeft.;;;wappie;29-4-2021 08:15;https://twitter.com/#!/koen_wilmink/status/1387681828723625985;;;1387681828723625985;
willyweethet;willyweethet;;;;;;;;;;308;;;Tweet;29-4-2021 08:16;"#wappie

""30-03-2021 Strafzaak tegen voorman Willem Engel van Viruswaarheid uitgesteld""

Is er al een nieuwe datum gepland?";;;wappie;29-4-2021 08:16;https://twitter.com/#!/willyweethet/status/1387682075990429699;;;1387682075990429699;
gamevipn;gamevipn;;;;;;;;;;309;;;Tweet;29-4-2021 08:17;Over een weekje gaan de besmettingen weer 'flink omhoog' krijgen we weer de schuld vanwege Koningsdag, terwijl besm… https://t.co/lp5r2gtNvO;https://twitter.com/i/web/status/1387682318869954561;twitter.com;;29-4-2021 08:17;https://twitter.com/#!/gamevipn/status/1387682318869954561;;;1387682318869954561;
sueellentje;sueellentje;;;;;;;;;;310;;;Tweet;29-4-2021 08:17;👈🏻 Deze hoogopgeleide scepticus is pas overtuigd als het uit de grond gestampte vaccin-experiment is afgerond en er… https://t.co/npH21EZZ7n;https://twitter.com/i/web/status/1387682362964721666;twitter.com;;29-4-2021 08:17;https://twitter.com/#!/sueellentje/status/1387682362964721666;;;1387682362964721666;
fvdv17;ron_rutgers;;;;;;;;;;311;;;Mentions;29-4-2021 08:17;"RT @Ron_Rutgers: De #avondklok.
Een ongecontroleerd experiment zonder enig effect!

Nee niet de woorden van deze #Wappie, maar wel van ""Spe…";;;avondklok wappie;29-4-2021 08:17;https://twitter.com/#!/fvdv17/status/1387682508335165440;;;1387682508335165440;
staalrob;gbleeker;;;;;;;;;;312;;;Mentions;29-4-2021 08:18;RT @gbleeker: Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat met duizend…;;;;29-4-2021 08:18;https://twitter.com/#!/staalrob/status/1387682811994419202;;;1387682811994419202;
guust_kadaver;eatlovepray11;;;;;;;;;;313;;;Replies to;28-4-2021 14:06;@EatlovePray11 Rachel Maddow: #Hillary #wappie 🤡🤪 https://t.co/30XDP5HSts;https://youtu.be/q8SLJhhVHNg;youtu.be;hillary wappie;28-4-2021 14:06;https://twitter.com/#!/guust_kadaver/status/1387407963787304963;;;1387407963787304963;1387405385204740096
guust_kadaver;guust_kadaver;;;;;;;;;;314;;;Tweet;29-4-2021 08:19;Zucht 🤦‍♂️ #wappie #avondklok Is #Kuipers het lulletje rozenwater die het slecht nieuws van de #KabinetRutte3… https://t.co/V5dKvVdwdr;https://twitter.com/i/web/status/1387682913286766593;twitter.com;wappie avondklok kuipers kabinetrutte3;29-4-2021 08:19;https://twitter.com/#!/guust_kadaver/status/1387682913286766593;;;1387682913286766593;
myriam_der;hfcbuma;;;;;;;;;;315;;;Mentions;29-4-2021 08:23;"RT @HFCBuma: Lees maar even heel goed door. Ow en gefeliciteerd met alweer een #wappie overwinning: het EP heeft voor het viruspaspoort (""c…";;;wappie;29-4-2021 08:23;https://twitter.com/#!/myriam_der/status/1387684053571276800;;;1387684053571276800;
klokske1981;dejongcatharina;;;;;;;;;;316;;;Mentions;29-4-2021 08:24;"RT @dejongcatharina: Het is weer de grote ' #wappie heeft weer gelijk dag'

#avondklok geen effect
#vaccinatiepaspoort is een feit

Alles w…";;;wappie avondklok vaccinatiepaspoort;29-4-2021 08:24;https://twitter.com/#!/klokske1981/status/1387684137838858241;;;1387684137838858241;
haroldbastiaans;gbleeker;;;;;;;;;;317;;;Mentions;29-4-2021 08:24;RT @gbleeker: Je zit 6 maanden te janken dat je je vrijheid kwijt bent en wat doe je op de eerste dag van versoepeling? Je gaat met duizend…;;;;29-4-2021 08:24;https://twitter.com/#!/haroldbastiaans/status/1387684161369038851;;;1387684161369038851;
ralph50268880;ralph50268880;;;;;;;;;;318;;;Tweet;29-4-2021 08:24;"Op de 2e dag dat de terrassen op zijn laat Rutte het nu ook al regenen van 9 tot 16 uur.
Vanmiddag gaat er een wets… https://t.co/228WXCCXYy";https://twitter.com/i/web/status/1387684276662067200;twitter.com;;29-4-2021 08:24;https://twitter.com/#!/ralph50268880/status/1387684276662067200;;;1387684276662067200;
dweller_earth;thierrybaudet;;;;;;;;;;319;;;Replies to;29-4-2021 08:25;@thierrybaudet Medicijn Ivermectin bijv. waardoor er volgens dhr. Van Haga in India niets meer aan de hand is... Zu… https://t.co/fgQZc8fpj1;https://twitter.com/i/web/status/1387684412188418048;twitter.com;;29-4-2021 08:25;https://twitter.com/#!/dweller_earth/status/1387684412188418048;;;1387684412188418048;1387499699985428481
johnnl15;johnnl15;;;;;;;;;;320;;;Tweet;29-4-2021 08:22;"#wappie Gewoon diep triest, de wachtlijsten bij GGZ.
Komen al die hulpbehoevende hier op Twitter, denkende dat ze a… https://t.co/Drjlsij7qI";https://twitter.com/i/web/status/1387683732279209984;twitter.com;wappie;29-4-2021 08:22;https://twitter.com/#!/johnnl15/status/1387683732279209984;;;1387683732279209984;
johnnl15;johnnl15;;;;;;;;;;321;;;Tweet;29-4-2021 08:25;#wappie gevangenen in de fabeltjesfuik van social (fakenieuws) media;;;wappie;29-4-2021 08:25;https://twitter.com/#!/johnnl15/status/1387684541326835716;;;1387684541326835716;
rivliv;marcvegt;;;;;;;;;;322;;;Mentions;29-4-2021 08:26;RT @CarolineVonhoff: @MarcVegt Weet je vast al, maar hier pleitnota Hof van mijn mede-#wappie Jeroen Pols. Eén van de laatste Nederlanders…;;;wappie;29-4-2021 08:26;https://twitter.com/#!/rivliv/status/1387684685640355843;;;1387684685640355843;
rivliv;carolinevonhoff;;;;;;;;;;323;;;Mentions;29-4-2021 08:26;RT @CarolineVonhoff: @MarcVegt Weet je vast al, maar hier pleitnota Hof van mijn mede-#wappie Jeroen Pols. Eén van de laatste Nederlanders…;;;wappie;29-4-2021 08:26;https://twitter.com/#!/rivliv/status/1387684685640355843;;;1387684685640355843;
arydyk;arydyk;;;;;;;;;;324;;;Tweet;29-4-2021 07:16;#wappie Wij wappies hebben ook 'n woord voor mensen die alleen informatie van de gevestigde kanalen willen geloven… https://t.co/MZ7iKbQTDx;https://twitter.com/i/web/status/1387667148202459137;twitter.com;wappie;29-4-2021 07:16;https://twitter.com/#!/arydyk/status/1387667148202459137;;;1387667148202459137;
rickkonline;arydyk;;;;;;;;;;325;;;Mentions;29-4-2021 08:26;RT @arydyk: #wappie Wij wappies hebben ook 'n woord voor mensen die alleen informatie van de gevestigde kanalen willen geloven ( wat ook ge…;;;wappie;29-4-2021 08:26;https://twitter.com/#!/rickkonline/status/1387684702295937026;;;1387684702295937026;
rickkonline;ron_rutgers;;;;;;;;;;326;;;Mentions;29-4-2021 08:24;"RT @Ron_Rutgers: De #avondklok.
Een ongecontroleerd experiment zonder enig effect!

Nee niet de woorden van deze #Wappie, maar wel van ""Spe…";;;avondklok wappie;29-4-2021 08:24;https://twitter.com/#!/rickkonline/status/1387684291623149572;;;1387684291623149572;
